"archiveIndex","eligibleRank","state","exclusionReason","listingId","country","modelYear","mileageKm","realCostEur","absoluteScore","daysOnMarket","priceChangeFromFirstEur","accidentStatus","url"
"1","","SEEN_NOT_ELIGIBLE","YEAR_FILTER","MERGNO","LU","2022","33588","52906","98.4","0","0","NO_ACCIDENT","https://finder.porsche.com/lu/fr-LU/details/porsche-taycan-4-cross-turismo-doccasion-MERGNO?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"2","","SEEN_NOT_ELIGIBLE","YEAR_FILTER","OPMX8L","LU","2021","68143","49487","95.8","0","0","NO_ACCIDENT","https://finder.porsche.com/lu/fr-LU/details/porsche-taycan-doccasion-OPMX8L?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"81","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","903Q22","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-usata-903Q22?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"82","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","95XRM2","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-4-cross-turismo-doccasion-95XRM2?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"83","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","9NOK4O","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-turbo-cross-turismo-usata-9NOK4O?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"84","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","9P2ZK7","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-gts-occasion-9P2ZK7?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"85","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","9P60ZO","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-turbo-occasion-9P60ZO?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"86","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","9PD3RO","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4s-sport-turismo-occasion-9PD3RO?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"87","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","9PEDL2","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4s-usata-9PEDL2?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"88","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","9PEN7W","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-sport-turismo-usata-9PEN7W?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"89","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","9PK07W","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-sport-turismo-usata-9PK07W?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"90","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","9X9KMW","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-9X9KMW?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"91","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","9ZNMRD","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-sport-turismo-occasion-9ZNMRD?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"92","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DN62QP","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-sport-turismo-doccasion-DN62QP?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"93","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DOMQL3","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-turbo-doccasion-DOMQL3?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"94","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DOZRZN","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-sport-turismo-occasion-DOZRZN?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"95","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DR74V3","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4s-sport-turismo-usata-DR74V3?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"96","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DR788E","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-occasion-DR788E?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"97","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DR7RLP","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-doccasion-DR7RLP?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"98","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DR8X43","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4s-sport-turismo-occasion-DR8X43?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"99","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DRDL6L","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-usata-DRDL6L?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"100","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DRDO8P","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4-cross-turismo-occasion-DRDO8P?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"101","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DRW0K3","LU","","","","","0","","UNKNOWN","https://finder.porsche.com/lu/fr-LU/details/porsche-taycan-gts-sport-turismo-doccasion-DRW0K3?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"102","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","DRX7ZE","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-usata-DRX7ZE?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"103","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","EPDN76","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-EPDN76?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"104","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","EX4GR0","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4-cross-turismo-occasion-EX4GR0?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"105","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","EX6775","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4-black-edition-occasion-EX6775?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"106","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","EX9WGE","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-sport-turismo-occasion-EX9WGE?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"107","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","EXV3RK","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-doccasion-EXV3RK?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"108","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","EXWQ00","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-EXWQ00?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"109","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","G0V754","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-4-cross-turismo-doccasion-G0V754?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"110","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","G7E45N","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-G7E45N?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"111","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","G7GOR8","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-sport-turismo-occasion-G7GOR8?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"112","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","G7PR3N","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4s-cross-turismo-occasion-G7PR3N?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"113","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","G7ZLRW","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-G7ZLRW?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"114","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","GE3VRN","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-usata-GE3VRN?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"115","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","GE4L0W","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-GE4L0W?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"116","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","GEK344","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4s-usata-GEK344?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"117","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","GELLD0","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-occasion-GELLD0?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"118","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","GEQ4V8","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-sport-turismo-doccasion-GEQ4V8?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"119","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","GRG90N","LU","","","","","0","","UNKNOWN","https://finder.porsche.com/lu/fr-LU/details/porsche-taycan-4s-cross-turismo-doccasion-GRG90N?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"120","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","K5VM3M","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-sport-turismo-occasion-K5VM3M?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"121","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","K7W7WM","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-K7W7WM?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"122","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","K7Z23D","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-doccasion-K7Z23D?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"123","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","KP2VQX","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-gts-sport-turismo-occasion-KP2VQX?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"124","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","KP92QG","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-4s-doccasion-KP92QG?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"125","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","KPL65P","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-occasion-KPL65P?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"126","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","KPO2XN","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-sport-turismo-occasion-KPO2XN?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"127","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","KQ27DG","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4-cross-turismo-occasion-KQ27DG?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"128","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","L6025Q","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4s-cross-turismo-occasion-L6025Q?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"129","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","L6L0XN","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-4s-doccasion-L6L0XN?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"130","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","L84G8X","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-sport-turismo-doccasion-L84G8X?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"131","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","L8GL9Z","LU","","","","","0","","UNKNOWN","https://finder.porsche.com/lu/fr-LU/details/porsche-taycan-4-cross-turismo-doccasion-L8GL9Z?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"132","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","L8M92Q","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-occasion-L8M92Q?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"133","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","L8O8GX","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-4s-sport-turismo-doccasion-L8O8GX?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"134","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","L8WMWZ","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-sport-turismo-occasion-L8WMWZ?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"135","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","M0NQ9O","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4-cross-turismo-occasion-M0NQ9O?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"136","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","M4993W","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-gts-occasion-M4993W?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"137","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","M7VGKO","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-M7VGKO?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"138","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","ME6WPO","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4s-sport-turismo-occasion-ME6WPO?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"139","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","MEGPNO","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-MEGPNO?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"140","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","MERWRE","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4-cross-turismo-occasion-MERWRE?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"141","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","NK289L","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4-cross-turismo-occasion-NK289L?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc"
"142","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","NKWZDL","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4-cross-turismo-occasion-NKWZDL?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"143","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","NO0DVN","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4s-cross-turismo-occasion-NO0DVN?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"144","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","NO83GP","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-sport-turismo-usata-NO83GP?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"145","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","NP46ZV","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4s-cross-turismo-occasion-NP46ZV?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"146","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","NP74O9","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-turbo-s-cross-turismo-occasion-NP74O9?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=5"
"147","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","NPE5MV","NL","","","","","0","","UNKNOWN","https://finder.porsche.com/nl/nl-NL/details/porsche-taycan-4s-cross-turismo-occasion-NPE5MV?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
"148","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","NPZ8DE","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-4s-doccasion-NPZ8DE?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"149","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","NQMNDP","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-NQMNDP?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=2"
"150","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","O6E8WM","IT","","","","","0","","UNKNOWN","https://finder.porsche.com/it/it-IT/details/porsche-taycan-4-cross-turismo-usata-O6E8WM?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=3"
"151","","PROCESSING_UNKNOWN","VALIDATION_FAILED: UNSUPPORTED_MODEL; PRICE_UNCONFIRMED; NO_PLAUSIBLE_PRICE","OLEPXO","FR","","","","","0","","UNKNOWN","https://finder.porsche.com/fr/fr-FR/details/porsche-taycan-sport-turismo-doccasion-OLEPXO?condition=porsche_approved&model=taycan&minimum-registration-date=2020&order=price_asc&page=4"
